# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "12" "-t" "transcript" "-g" "gene_id" "-a" "tb927_3_ks_st_sc_st_tr.gtf" "-o" "DE927/tb927_3_ks_counts_final.txt" "B_tot_1/res2/B_tot_1/B_tot_1_sorted.bam" "B_tot_2/res2/B_tot_2/B_tot_2_sorted.bam" "B_tot_3/res2/B_tot_3/B_tot_3_sorted.bam" "B_pol_1/res2/B_pol_1/B_pol_1_sorted.bam" "B_pol_2/res2/B_pol_2/B_pol_2_sorted.bam" "B_pol_3/res2/B_pol_3/B_pol_3_sorted.bam" "B_sub_1/res2/B_sub_1/B_sub_1_sorted.bam" "B_sub_2/res2/B_sub_2/B_sub_2_sorted.bam" "B_sub_3/res2/B_sub_3/B_sub_3_sorted.bam" "P_tot_1/res2/P_tot_1/P_tot_1_sorted.bam" "P_tot_2/res2/P_tot_2/P_tot_2_sorted.bam" "P_tot_3/res2/P_tot_3/P_tot_3_sorted.bam" "P_pol_1/res2/P_pol_1/P_pol_1_sorted.bam" "P_pol_2/res2/P_pol_2/P_pol_2_sorted.bam" "P_pol_3/res2/P_pol_3/P_pol_3_sorted.bam" "P_sub_1/res2/P_sub_1/P_sub_1_sorted.bam" "P_sub_2/res2/P_sub_2/P_sub_2_sorted.bam" "P_sub_3/res2/P_sub_3/P_sub_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_tot_1/res2/B_tot_1/B_tot_1_sorted.bam	B_tot_2/res2/B_tot_2/B_tot_2_sorted.bam	B_tot_3/res2/B_tot_3/B_tot_3_sorted.bam	B_pol_1/res2/B_pol_1/B_pol_1_sorted.bam	B_pol_2/res2/B_pol_2/B_pol_2_sorted.bam	B_pol_3/res2/B_pol_3/B_pol_3_sorted.bam	B_sub_1/res2/B_sub_1/B_sub_1_sorted.bam	B_sub_2/res2/B_sub_2/B_sub_2_sorted.bam	B_sub_3/res2/B_sub_3/B_sub_3_sorted.bam	P_tot_1/res2/P_tot_1/P_tot_1_sorted.bam	P_tot_2/res2/P_tot_2/P_tot_2_sorted.bam	P_tot_3/res2/P_tot_3/P_tot_3_sorted.bam	P_pol_1/res2/P_pol_1/P_pol_1_sorted.bam	P_pol_2/res2/P_pol_2/P_pol_2_sorted.bam	P_pol_3/res2/P_pol_3/P_pol_3_sorted.bam	P_sub_1/res2/P_sub_1/P_sub_1_sorted.bam	P_sub_2/res2/P_sub_2/P_sub_2_sorted.bam	P_sub_3/res2/P_sub_3/P_sub_3_sorted.bam
Tb927.10.540	Tb927_10_v5.1	140745	144736	+	3992	11123	11078	10614	13981	14190	17022	7689	6643	8085	16531	15563	11118	12163	14166	13737	6691	7680	7253
Tb927.10.550	Tb927_10_v5.1	144970	146133	+	1164	1088	967	832	681	736	635	1514	1300	896	1099	914	741	404	498	480	1275	1709	1414
Tb927.10.560	Tb927_10_v5.1	147101	147948	+	848	10344	9507	9110	23731	32949	33437	23870	24848	25509	29814	29525	22745	34428	44342	39394	21256	41768	32547
Tb927.10.570	Tb927_10_v5.1	148139	153298	+	5160	4432	4079	3853	2686	2166	2491	1263	1137	2005	3062	2934	2293	1500	1767	1872	1300	1663	1676
Tb927.10.580	Tb927_10_v5.1	153593	154675	+	1083	874	816	799	606	668	745	2425	2096	1999	480	462	327	110	175	146	794	1131	1121
Tb927.10.590	Tb927_10_v5.1	154814	157015	+	2202	1553	1390	1272	793	729	800	832	616	588	1669	1468	1126	721	842	841	1357	1587	1311
Tb927.10.600	Tb927_10_v5.1	157838	159632	+	1795	2561	2294	2162	2022	2033	2183	1994	1578	1601	4193	3620	2705	1639	2034	1878	2277	2882	2434
Tb927.10.610	Tb927_10_v5.1	159936	162177	+	2242	962	1184	1352	955	1034	939	591	643	448	934	928	686	503	768	780	573	956	743
Tb927.10.620	Tb927_10_v5.1	164414	167425	+	3012	2336	2539	2305	2143	2239	2159	3583	2911	2232	2914	2623	1925	1414	1965	1979	3745	4951	3872
Tb927.10.630	Tb927_10_v5.1	167807	169920	+	2114	1845	1705	1529	1597	1497	1603	1177	891	764	1740	1772	1256	1312	1616	1529	1388	1736	1381
Tb927.10.640	Tb927_10_v5.1	170401	173171	+	2771	3802	3355	3469	2607	2270	2485	2154	1557	1463	4339	3928	2874	2329	2841	2647	3484	4473	3414
Tb927.10.650	Tb927_10_v5.1	173264	174436	+	1173	1507	1467	1321	1587	1752	1775	2768	2255	2148	1504	1350	963	1092	1516	1357	1799	2347	2023
Tb927.10.660	Tb927_10_v5.1	174581	175988	+	1408	1148	1040	943	949	1130	1084	1806	1529	1490	2157	1949	1447	1176	1472	1250	1309	1579	1448
Tb927.10.670	Tb927_10_v5.1	176301	177247	+	947	526	550	549	418	460	465	1071	825	784	861	806	595	425	567	544	990	1234	1073
Tb927.10.680	Tb927_10_v5.1	177388	178435	+	1048	1135	1077	992	1130	1196	1250	2981	2331	2150	1225	1023	763	607	856	852	1695	2207	1771
Tb927.10.690	Tb927_10_v5.1	178707	179769	+	1063	1305	1200	1162	645	684	667	4996	5014	3885	1296	1091	828	251	341	276	2202	3057	2924
Tb927.10.700	Tb927_10_v5.1	179992	181338	+	1347	909	878	766	670	669	652	3514	3389	2775	2122	1831	1274	441	681	632	1666	2131	2036
Tb927.10.710	Tb927_10_v5.1	181451	182342	+	892	668	630	585	344	321	355	1264	1032	776	584	513	397	166	212	212	698	965	779
Tb927.10.720	Tb927_10_v5.1	182671	187172	+	4502	6571	6108	5896	4145	3646	3905	1330	1017	1289	6468	6324	4778	3952	4836	4655	2783	3219	2640
Tb927.10.730	Tb927_10_v5.1	187319	190277	+	2959	2444	2610	2407	2741	2854	3089	3256	2824	3733	2474	2393	1763	1672	2111	2114	2484	3438	3407
Tb927.10.740	Tb927_10_v5.1	190452	194959	+	4508	6019	5566	5116	4672	4686	4561	2766	2467	3605	4493	4081	2979	2240	2587	2639	2686	3238	3776
Tb927.10.750	Tb927_10_v5.1	195659	197080	+	1422	1950	1776	1519	1544	1704	1714	4780	4872	4837	2919	2633	1837	1108	1685	1632	1847	2897	2933
Tb927.10.760	Tb927_10_v5.1	196715	198342	+	1628	1807	1668	1555	2166	2289	2220	3066	2978	2741	2231	2064	1522	1376	1761	1816	1962	2600	2461
Tb927.10.770	Tb927_10_v5.1	198947	201545	+	2599	4395	3845	3698	4412	4147	4498	2567	2072	2150	4824	3998	3160	3056	3543	3192	1966	2171	1834
Tb927.10.780	Tb927_10_v5.1	201655	203373	+	1719	1151	1165	1197	1084	1120	1112	1368	1209	837	1195	1167	868	787	902	897	1568	2070	1620
Tb927.10.790	Tb927_10_v5.1	203690	205442	+	1753	4170	4119	3651	5522	5496	5901	2088	1744	2101	3313	2933	2102	2548	3202	2901	1692	1922	1862
Tb927.10.800	Tb927_10_v5.1	206137	208708	+	2572	4243	3992	3872	4336	4238	4319	4306	3645	3145	3651	3454	2503	2645	3268	2969	3918	5189	4354
Tb927.10.810	Tb927_10_v5.1	208835	211711	+	2877	4681	4306	4004	4439	3917	4167	3715	2816	2560	5302	4546	3393	3690	4475	4227	3742	4668	3743
Tb927.10.820	Tb927_10_v5.1	212085	214420	+	2336	4231	3979	3673	4942	5367	5412	4093	3617	3510	4417	3893	2865	3583	4257	4058	2561	3422	2940
Tb927.10.830	Tb927_10_v5.1	214860	216789	+	1930	3336	3264	2947	4926	5119	4929	2335	2219	2022	3536	3210	2299	2972	3715	3516	1907	2294	1863
Tb927.10.840	Tb927_10_v5.1	217604	224393	+	6790	6449	6294	5706	4504	3535	3561	780	781	1150	4081	3767	2852	2429	2887	3073	1194	1450	1277
Tb927.10.850	Tb927_10_v5.1	224963	229654	+	4692	5438	4741	4648	3277	2749	2829	1032	863	1011	6771	6146	4664	4164	4654	4736	1937	2151	1695
Tb927.10.870	Tb927_10_v5.1	230626	235216	+	4591	6342	6392	5498	4539	4128	3944	1485	1176	1299	4804	4244	3189	2665	3284	3101	2693	3089	2493
Tb927.10.880	Tb927_10_v5.1	235725	237239	+	1515	2465	2287	2328	2683	2844	2850	1753	1554	1464	2396	2100	1510	1621	1870	1889	1767	2181	1848
Tb927.10.890	Tb927_10_v5.1	238177	246995	+	8819	5142	4454	4144	2200	1475	1736	604	687	1329	7628	5942	4614	3384	2824	3840	1477	1585	1511
Tb927.10.900	Tb927_10_v5.1	248446	249155	+	710	1176	1139	1067	1183	1457	1529	3408	3095	3345	1226	1065	862	977	1305	1153	1343	1880	1700
Tb927.10.910	Tb927_10_v5.1	249246	251747	+	2502	2877	2585	2385	2337	2544	2429	2531	2225	2509	2981	2639	2073	1891	2336	2312	2389	2906	2637
Tb927.10.920	Tb927_10_v5.1	252101	253203	+	1103	779	713	735	1010	1331	1267	1503	1406	1254	862	766	551	788	977	882	812	1053	1005
Tb927.10.930	Tb927_10_v5.1	253336	256863	+	3528	3439	3004	3134	3273	3249	3556	1146	875	935	2885	2544	2085	2060	2368	2337	1258	1449	1234
Tb927.10.940	Tb927_10_v5.1	257541	258271	+	731	1703	1585	1482	1451	1760	1905	1855	1503	1746	1300	1266	955	933	1045	1028	1183	1583	1848
Tb927.10.950	Tb927_10_v5.1	258521	259947	+	1427	2571	2324	2193	1989	2103	2341	2665	2130	2528	1907	1831	1371	1025	1248	1228	1975	2344	2777
Tb927.10.960	Tb927_10_v5.1	260249	262273	+	2025	1352	1165	1101	862	820	978	638	467	545	1509	1422	1101	1038	1195	1245	1182	1340	1084
Tb927.10.970	Tb927_10_v5.1	262451	267814	+	5364	8148	7548	7070	4992	4563	4573	2173	1891	2669	8523	7618	5957	4220	4682	4812	3191	3836	3460
Tb927.10.980	Tb927_10_v5.1	267988	270103	+	2116	2371	2275	2008	1657	1649	1779	2103	1918	1895	2464	2224	1682	1286	1549	1522	2674	3448	3004
Tb927.10.990	Tb927_10_v5.1	270829	272410	+	1582	1958	1823	1670	1244	1215	1200	1751	1345	1398	588	498	393	216	296	326	717	958	1071
Tb927.10.1000	Tb927_10_v5.1	273058	273858	+	801	1632	1461	1530	1588	1913	1973	502	454	395	2837	2513	1803	2729	3113	2801	792	1097	828
Tb927.10.1010	Tb927_10_v5.1	275417	276170	+	754	3	6	8	5	5	3	17	9	20	11	18	12	1	5	3	8	18	24
Tb927.10.1020	Tb927_10_v5.1	276184	278935	+	2752	300	362	331	171	169	178	572	519	525	759	813	516	199	246	245	451	562	514
Tb927.10.1030	Tb927_10_v5.1	278920	280553	-	1634	3188	2990	2920	934	1090	1139	786	730	614	5291	5278	3523	826	1123	1206	1274	1745	1322
Tb927.10.1040	Tb927_10_v5.1	280857	282269	-	1413	5062	4774	4732	1403	1821	1707	1206	1421	1157	3409	3040	2268	631	818	800	1190	1584	1302
Tb927.10.1050	Tb927_10_v5.1	282405	284360	-	1956	2751	2689	2530	1169	1388	1285	1238	1189	1165	2204	1904	1451	476	573	532	972	1334	1236
Tb927.10.1060	Tb927_10_v5.1	285302	287520	-	2219	8962	8610	8247	11109	13221	13668	3085	2852	2887	15575	14642	10682	11426	12632	12614	2764	3635	3001
Tb927.10.1070	Tb927_10_v5.1	287734	289698	-	1965	2347	2507	2246	2811	2936	3043	2337	1879	2134	3735	3910	2725	3647	4992	4335	2030	2524	2193
Tb927.10.1080	Tb927_10_v5.1	289917	290469	-	553	8515	8369	7705	22230	32018	32091	20376	22368	18867	24410	24150	19185	31237	38920	34992	18901	37663	29660
Tb927.10.1090	Tb927_10_v5.1	290668	291297	-	630	7654	8078	7880	20873	35109	34634	14315	16441	15168	22359	27459	22360	36133	43695	40533	15575	33907	27269
Tb927.10.1100	Tb927_10_v5.1	291468	292464	-	997	12760	11638	11150	23876	32885	32351	21205	21627	18298	37663	35618	28024	41729	52197	48257	24506	42887	34534
Tb927.10.1110	Tb927_10_v5.1	293830	300134	-	6305	4553	3861	3633	1917	1612	1620	679	721	1168	4993	4717	3607	1928	2277	2476	1702	2088	2052
Tb927.10.1120	Tb927_10_v5.1	300866	303368	-	2503	3370	3156	3045	2356	2272	2493	2125	1742	2076	3293	3155	2309	2130	2598	2466	2399	3112	2978
Tb927.10.1130	Tb927_10_v5.1	303908	304834	-	927	753	678	619	762	837	836	1519	1186	1171	711	589	486	517	622	622	723	965	791
Tb927.10.1140	Tb927_10_v5.1	305185	306742	-	1558	1270	1110	1176	936	957	1201	869	659	751	807	822	600	641	778	689	794	1011	836
Tb927.10.1150	Tb927_10_v5.1	306839	310205	-	3367	2705	2262	2296	1647	1373	1687	1226	957	1525	1840	1720	1283	1082	1337	1308	1000	1226	1311
Tb927.10.1160	Tb927_10_v5.1	310584	311195	-	612	547	453	458	493	571	656	1292	1108	1241	957	771	591	725	1041	919	702	941	934
Tb927.10.1170	Tb927_10_v5.1	311289	317710	-	6422	9261	8275	7892	6706	6405	7097	639	612	908	6323	5332	3864	3251	3554	3580	797	945	746
Tb927.10.1180	Tb927_10_v5.1	317993	319475	-	1483	2119	1972	1820	1584	1802	1921	4335	3478	3836	1601	1480	1192	816	1061	1040	2213	2929	2539
Tb927.10.1190	Tb927_10_v5.1	320454	322610	-	2157	1413	1262	1112	956	886	805	1741	1354	1093	851	689	561	249	311	307	1357	1638	1520
Tb927.10.1200	Tb927_10_v5.1	322922	324044	-	1123	957	852	801	602	764	677	825	740	812	628	633	447	281	354	324	481	611	644
Tb927.10.1210	Tb927_10_v5.1	324529	326808	-	2280	3310	3080	2958	2707	2753	2885	1223	1083	1173	2052	1812	1390	1410	1576	1618	1125	1232	1210
Tb927.10.1220	Tb927_10_v5.1	328820	332902	-	4083	115	97	111	77	61	99	118	98	115	337	305	213	162	163	174	341	364	311
Tb927.10.1230	Tb927_10_v5.1	333284	334508	-	1225	4715	4239	3882	3351	3787	4127	3811	3077	2946	2690	2267	1798	1276	1617	1578	2064	2783	2196
Tb927.10.1240	Tb927_10_v5.1	334650	335712	-	1063	1487	1385	1323	1113	1410	1325	4781	4583	4174	1865	1512	1137	551	800	730	1992	2861	2694
Tb927.10.1250	Tb927_10_v5.1	335871	336972	-	1102	3330	2948	2738	4592	6125	6399	4628	3717	4009	4417	3842	2943	3757	4606	4326	2993	3958	3525
Tb927.10.1260	Tb927_10_v5.1	337240	339131	-	1892	2663	2368	2238	1663	1564	1744	2298	1748	1767	4253	3812	3098	2240	2578	2572	2998	3545	2985
Tb927.10.1270	Tb927_10_v5.1	339283	343082	-	3800	3159	3233	3064	1836	1568	1693	753	500	519	4196	3767	2920	2244	2422	2366	1919	2155	1702
Tb927.10.1280	Tb927_10_v5.1	343184	343995	-	812	1788	1792	1569	1262	1635	1640	2781	2456	2534	2341	2222	1661	992	1432	1244	1560	2029	1937
Tb927.10.1290	Tb927_10_v5.1	344082	344728	-	647	631	596	496	514	591	627	1278	954	949	803	709	506	521	658	627	1058	1400	1137
Tb927.10.1300	Tb927_10_v5.1	344944	346629	-	1686	652	610	620	504	465	503	974	779	833	482	475	353	218	283	256	677	838	746
Tb927.10.1310	Tb927_10_v5.1	346813	349808	-	2996	4458	4004	3687	2994	2965	3356	2639	2069	2315	4373	4080	3154	2915	3520	3209	2886	3713	3020
Tb927.10.1320	Tb927_10_v5.1	350064	352423	-	2360	4217	3677	3414	3942	3811	4099	1654	1249	1464	3362	3001	2136	2340	2816	2565	1986	2320	1740
Tb927.10.1330	Tb927_10_v5.1	352678	354680	-	2003	1595	1592	1446	1245	1309	1350	2379	1863	2326	2202	2011	1596	1265	1569	1494	2381	3021	2680
Tb927.10.1340	Tb927_10_v5.1	354997	356685	-	1689	2281	1969	1954	1547	1436	1602	1863	1497	1670	2914	2615	2002	1282	1530	1422	2846	3492	2879
Tb927.10.1350	Tb927_10_v5.1	356839	359708	-	2870	1672	1545	1449	1047	944	912	1457	1135	2070	2279	2130	1683	678	605	741	1620	2022	3068
Tb927.10.1370	Tb927_10_v5.1	360398	362028	-	1631	2374	2240	2143	1808	1777	1961	3566	3181	3017	2802	2740	2092	1184	1522	1487	3468	4612	3790
Tb927.10.1380	Tb927_10_v5.1	362366	365383	-	3018	3283	3046	2907	1961	1854	1780	1826	1403	1419	4002	3602	2623	1797	2139	2032	3292	4355	3320
Tb927.10.1390	Tb927_10_v5.1	366477	367762	-	1286	5306	5384	5277	10668	12311	13317	2531	2136	2373	6433	5797	4208	6281	7711	7253	1771	2201	2109
Tb927.10.1400	Tb927_10_v5.1	368728	369419	-	692	2352	2343	2041	3190	3767	3685	1812	1521	1484	2975	2678	2015	2831	3262	3191	1310	1754	1465
Tb927.10.1410	Tb927_10_v5.1	369755	370652	-	898	1777	1661	1539	1580	2060	2132	4219	3814	4477	2494	2252	1748	1752	2474	2179	2367	3091	3239
Tb927.10.1420	Tb927_10_v5.1	370805	373337	-	2533	5707	5072	4928	5875	6463	7189	4148	3283	4087	7567	6996	5281	6306	7528	7028	3721	4773	4472
Tb927.10.1430	Tb927_10_v5.1	374166	375172	-	1007	1674	1643	1472	2436	2844	3019	2118	1798	1804	1082	993	725	784	1005	902	1184	1621	1481
Tb927.10.1440	Tb927_10_v5.1	375408	376704	-	1297	1697	1599	1500	1813	2043	2261	2934	2616	2786	3413	3196	2400	3328	4463	3963	2225	2913	2582
Tb927.10.1450	Tb927_10_v5.1	376906	386554	-	9649	8680	7276	6748	6175	4337	5875	806	788	1688	11244	9574	6725	6526	6235	7179	1544	1863	1229
Tb927.10.1460	Tb927_10_v5.1	387125	390430	-	3306	3210	3172	2958	2281	2183	2289	1915	1592	1832	3015	2946	2094	1693	2146	1921	2534	3018	2718
Tb927.10.1470	Tb927_10_v5.1	390538	391842	-	1305	3176	3010	2807	5216	6388	6465	3411	2952	2930	3404	3034	2382	3254	4031	3738	1883	2444	2255
Tb927.10.1480	Tb927_10_v5.1	392896	396976	-	4081	8100	7943	7305	10068	8001	9390	2237	1716	2291	7887	6979	4372	5210	5781	5977	2675	3204	2760
Tb927.10.1490	Tb927_10_v5.1	397209	401071	-	3863	4884	4080	4196	3351	3373	3043	344	493	586	4658	3908	2741	2732	2738	2921	1146	1363	1126
Tb927.10.1500	Tb927_10_v5.1	401249	404725	-	3477	7256	6448	6188	6407	6242	7072	3401	2939	3515	14638	13428	9565	5516	6583	6461	3626	4297	3891
Tb927.10.1510	Tb927_10_v5.1	406644	414558	-	7915	9032	8051	8526	3964	3238	3714	399	482	895	12027	10412	7890	5736	6030	6540	935	1080	1108
Tb927.10.1520	Tb927_10_v5.1	415021	416016	-	996	2224	2065	1959	2187	2721	2817	3456	2557	3001	1977	1934	1441	1302	1981	1657	2427	2949	2696
Tb927.10.1530	Tb927_10_v5.1	416353	418832	-	2480	2313	2087	2121	1555	1513	1541	1275	1030	1154	2178	1972	1618	1098	1173	1189	1549	1892	1753
Tb927.10.1540	Tb927_10_v5.1	419689	425082	-	5394	2707	2915	2979	1960	1857	1807	1154	941	847	4803	4802	3356	3162	3860	3664	1673	2278	1507
Tb927.10.1550	Tb927_10_v5.1	426281	427997	-	1717	4089	3503	3347	4300	4506	4706	1977	1733	1833	4295	3736	2858	3524	4214	4036	1843	2330	1907
Tb927.10.1560	Tb927_10_v5.1	428177	431351	-	3175	4813	4093	4270	3845	3892	4567	2372	1820	2310	7930	7431	5521	6278	7519	6931	3500	4100	3739
Tb927.10.1570	Tb927_10_v5.1	432594	433074	-	481	1050	929	972	1454	1842	1818	627	572	713	4077	3493	2683	4504	5359	4983	746	879	847
Tb927.10.1580	Tb927_10_v5.1	433221	434454	-	1234	774	712	793	654	910	802	3875	3401	3508	1875	1763	1344	926	1289	1220	2530	3728	3397
Tb927.10.1590	Tb927_10_v5.1	434617	435131	-	515	5528	5047	4947	7318	10542	10451	21698	21858	21147	14462	13438	11093	14561	18093	18060	15904	27186	21344
Tb927.10.1600	Tb927_10_v5.1	435341	436594	-	1254	1572	1485	1372	1458	1544	1611	2288	1950	1792	1991	1910	1433	1365	1687	1562	2364	3203	2723
Tb927.10.1610	Tb927_10_v5.1	437585	438187	-	603	2409	2252	2076	2270	2477	2795	2410	2080	1937	3038	3177	2347	2659	3464	3089	2919	3617	2943
Tb927.10.1615	Tb927_10_v5.1	438361	438597	-	237	707	631	596	618	611	674	761	688	746	1051	902	701	788	993	966	1010	1302	1027
Tb927.10.1620	Tb927_10_v5.1	438731	442170	-	3440	4870	4498	4399	4262	3840	4440	1882	1390	1736	6053	5974	4431	4338	5689	5338	2873	3277	2787
Tb927.10.1630	Tb927_10_v5.1	442671	444589	-	1919	3291	2972	2832	2851	3102	3132	2941	2635	2297	5005	4220	3042	3320	4044	3808	3807	5019	3944
Tb927.10.1640	Tb927_10_v5.1	445301	446330	-	1030	876	1044	957	976	870	1036	390	265	300	307	302	177	179	210	196	277	382	338
Tb927.10.1650	Tb927_10_v5.1	446333	446860	-	528	278	268	265	254	252	208	64	74	79	118	112	90	74	98	82	108	139	118
Tb927.10.1660	Tb927_10_v5.1	446980	447937	-	958	859	831	694	637	765	709	1360	1154	1071	1796	1477	1070	771	965	931	1039	1497	1229
Tb927.10.1670	Tb927_10_v5.1	448059	450585	-	2527	135	144	154	63	81	74	1638	1353	1357	133	81	55	21	26	25	210	295	338
Tb927.10.1680	Tb927_10_v5.1	453241	454451	+	1211	1469	1380	1274	1166	1195	1273	1618	1286	1171	1636	1565	1088	845	934	955	1422	2069	1652
Tb927.10.1690	Tb927_10_v5.1	454680	455718	+	1039	1682	1615	1546	1897	2166	2438	3434	3143	2971	2236	2129	1555	2014	2629	2416	1983	2992	2597
Tb927.10.1700	Tb927_10_v5.1	455818	457675	+	1858	2717	2342	2347	1764	1829	2001	3238	2664	2365	3226	2886	2185	1600	2106	2018	3687	4641	3811
Tb927.10.1710	Tb927_10_v5.1	457788	459399	+	1612	2774	2336	2205	1850	1877	2007	2308	1742	1925	3187	2989	2244	1703	2161	2161	3039	3813	3184
Tb927.10.1720	Tb927_10_v5.1	459557	461364	+	1808	2164	1837	1986	1965	2137	2500	2196	1719	2077	3408	2952	2145	2379	2882	2719	2605	3397	2904
Tb927.10.1730	Tb927_10_v5.1	461541	462870	+	1330	2130	1841	1779	2042	2341	2460	3836	3175	3225	2260	2071	1552	1704	2241	2009	2520	3324	2927
Tb927.10.1740	Tb927_10_v5.1	462978	464366	+	1389	1712	1475	1406	1345	1323	1475	1995	1603	1767	1855	1570	1304	1078	1509	1284	1942	2461	2109
Tb927.10.1750	Tb927_10_v5.1	464479	465223	+	745	897	759	680	731	828	924	809	672	751	916	813	693	621	673	687	939	1312	1067
Tb927.10.1760	Tb927_10_v5.1	465920	466545	+	626	110	81	100	80	79	107	171	119	183	364	304	264	150	159	156	628	781	817
Tb927.10.1770	Tb927_10_v5.1	466530	467997	-	1468	2436	2156	2056	2157	2492	2590	3251	2612	2705	825	582	527	417	486	509	852	1024	1156
Tb927.10.1780	Tb927_10_v5.1	468247	469591	-	1345	2020	1884	1719	1671	1567	1707	4633	4071	3880	656	426	333	135	148	191	1072	1060	1562
Tb927.10.1790	Tb927_10_v5.1	474247	474624	-	378	59	68	68	44	39	32	82	67	62	26	35	32	15	16	23	63	76	73
Tb927.10.1800	Tb927_10_v5.1	475900	477084	+	1185	825	791	679	776	864	916	1876	1752	1553	689	559	419	312	464	343	965	1382	1175
Tb927.10.1810	Tb927_10_v5.1	477189	477722	+	534	558	530	488	758	944	880	2102	1815	1687	769	649	483	806	1117	991	794	1154	1011
Tb927.10.1820	Tb927_10_v5.1	477850	478647	+	798	900	781	736	631	608	603	588	515	436	1174	1129	842	695	944	794	819	1059	864
Tb927.10.1830	Tb927_10_v5.1	480102	480855	+	754	1298	1156	1125	900	1178	1139	2390	2097	2137	1580	1289	1013	788	1152	1026	1833	2706	2402
Tb927.10.1840	Tb927_10_v5.1	480980	482555	+	1576	2681	2379	2214	1835	1901	2127	2685	2138	2683	2529	2340	1791	1220	1500	1465	2778	3807	3531
Tb927.10.1850	Tb927_10_v5.1	482599	484028	+	1430	2498	2372	2222	1809	1745	1969	2333	1821	2215	2637	2532	1948	1277	1681	1622	2685	3593	3177
Tb927.10.1860	Tb927_10_v5.1	484240	486315	+	2076	3349	3067	2945	3217	3621	4047	6436	5459	5595	3974	3663	2832	1848	2386	2156	4535	6050	5774
Tb10.NT.18	Tb927_10_v5.1	486441	486977	+	537	451	466	420	329	296	369	1787	1519	2282	864	794	577	391	556	528	1312	1911	1939
Tb927.10.1870	Tb927_10_v5.1;Tb927_10_v5.1	486998;487088	487543;487543	+;+	546	1200	998	1006	1284	1605	1679	3293	2923	2847	1576	1412	1047	1149	1527	1274	1771	2567	2378
Tb927.10.1880	Tb927_10_v5.1	487077	488635	+	1559	2317	1967	1953	2085	2529	2610	6917	5979	6989	3697	3360	2539	2298	3171	2730	4047	5662	5657
Tb927.10.1890	Tb927_10_v5.1	488808	494167	+	5360	6075	5754	5354	3429	2768	3030	873	747	1255	8500	7984	6082	5182	5903	5802	1992	2377	1872
Tb927.10.1900	Tb927_10_v5.1	494298	496779	+	2482	1909	1694	1524	1061	897	817	493	400	531	1499	1302	1061	632	631	674	763	835	790
Tb927.10.1910	Tb927_10_v5.1	497977	503103	+	5127	2781	2591	2533	1507	1252	1314	648	561	706	4557	4618	3516	2168	2636	2523	1549	1929	1381
Tb927.10.1920	Tb927_10_v5.1	503850	504391	+	542	248	254	259	199	154	186	140	71	122	468	474	315	208	263	297	225	279	219
Tb927.10.1930	Tb927_10_v5.1	504395	506388	+	1994	2405	2037	1916	1396	1237	1459	874	665	781	3970	3577	2633	2373	2856	2704	2237	2980	2125
Tb927.10.1940	Tb927_10_v5.1	507130	508460	+	1331	576	506	493	401	481	524	680	623	746	557	553	398	344	456	393	527	743	612
Tb927.10.1950	Tb927_10_v5.1	508643	511018	+	2376	2612	2449	2324	1597	1503	1512	1584	1218	1268	3138	3004	2202	1417	1788	1583	2301	2922	2355
Tb927.10.1960	Tb927_10_v5.1	511123	513560	+	2438	3628	3127	3066	2516	2349	2620	1280	949	1153	4700	4382	3171	3014	3522	3232	2550	3408	2532
Tb927.10.1970	Tb927_10_v5.1	513698	518756	+	5059	6201	6144	5807	4046	3440	3799	1098	880	1044	6399	6139	4346	3677	4597	4193	2582	3069	2138
Tb927.10.1980	Tb927_10_v5.1	518879	521448	+	2570	3714	3258	3173	4367	4459	4165	2450	2182	2361	3148	2818	2075	2338	2868	2632	2364	2933	2374
Tb927.10.1990	Tb927_10_v5.1	521589	524455	+	2867	6045	5484	5126	4403	4043	4505	2857	2468	4017	7760	7372	5707	5310	6296	6091	4002	4801	4124
Tb927.10.2000	Tb927_10_v5.1;Tb927_10_v5.1	524642;524871	526401;526401	+;+	1760	2665	2515	2443	1842	1932	2085	2669	2295	2459	3202	2903	2151	1815	2122	2156	2285	2799	2566
Tb927.10.2010	Tb927_10_v5.1	526631	529526	+	2896	84413	80509	74007	87345	98057	111329	5290	5005	7433	25141	21100	14367	15998	16110	16686	3423	3954	3670
Tb927.10.2020	Tb927_10_v5.1	529677	531586	+	1910	22004	18855	17949	17758	23812	22195	1087	1061	1431	10218	9078	6954	7054	7587	7816	1444	1739	1479
Tb927.10.2030	Tb927_10_v5.1	531712	533963	+	2252	2792	2482	2413	1851	1720	1906	1208	1030	1092	2613	2403	1797	1467	1886	1732	2027	2504	1908
Tb927.10.2040	Tb927_10_v5.1	534083	537670	+	3588	4615	4441	4137	3314	3076	3368	1328	1034	1059	5051	4725	3520	3426	4172	3682	2301	2794	2226
Tb927.10.2050	Tb927_10_v5.1	537842	539227	+	1386	1717	1599	1465	1236	1319	1412	2418	1900	2086	2208	2064	1617	1283	1553	1488	2599	3437	2917
Tb927.10.2060	Tb927_10_v5.1	539539	542718	+	3180	2823	2210	2291	1695	1402	1707	961	717	822	4375	3893	2908	2761	3058	3002	2381	2844	2152
