# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "CDS" "-f" "-a" "tb927_3_ks_st_sc_st_tr.gtf" "-o" "DE927/tb927_3_ks_counts_cds.txt" "B_tot_1/res2/B_tot_1/B_tot_1_sorted.bam" "B_tot_2/res2/B_tot_2/B_tot_2_sorted.bam" "B_tot_3/res2/B_tot_3/B_tot_3_sorted.bam" "B_pol_1/res2/B_pol_1/B_pol_1_sorted.bam" "B_pol_2/res2/B_pol_2/B_pol_2_sorted.bam" "B_pol_3/res2/B_pol_3/B_pol_3_sorted.bam" "B_sub_1/res2/B_sub_1/B_sub_1_sorted.bam" "B_sub_2/res2/B_sub_2/B_sub_2_sorted.bam" "B_sub_3/res2/B_sub_3/B_sub_3_sorted.bam" "P_tot_1/res2/P_tot_1/P_tot_1_sorted.bam" "P_tot_2/res2/P_tot_2/P_tot_2_sorted.bam" "P_tot_3/res2/P_tot_3/P_tot_3_sorted.bam" "P_pol_1/res2/P_pol_1/P_pol_1_sorted.bam" "P_pol_2/res2/P_pol_2/P_pol_2_sorted.bam" "P_pol_3/res2/P_pol_3/P_pol_3_sorted.bam" "P_sub_1/res2/P_sub_1/P_sub_1_sorted.bam" "P_sub_2/res2/P_sub_2/P_sub_2_sorted.bam" "P_sub_3/res2/P_sub_3/P_sub_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_tot_1/res2/B_tot_1/B_tot_1_sorted.bam	B_tot_2/res2/B_tot_2/B_tot_2_sorted.bam	B_tot_3/res2/B_tot_3/B_tot_3_sorted.bam	B_pol_1/res2/B_pol_1/B_pol_1_sorted.bam	B_pol_2/res2/B_pol_2/B_pol_2_sorted.bam	B_pol_3/res2/B_pol_3/B_pol_3_sorted.bam	B_sub_1/res2/B_sub_1/B_sub_1_sorted.bam	B_sub_2/res2/B_sub_2/B_sub_2_sorted.bam	B_sub_3/res2/B_sub_3/B_sub_3_sorted.bam	P_tot_1/res2/P_tot_1/P_tot_1_sorted.bam	P_tot_2/res2/P_tot_2/P_tot_2_sorted.bam	P_tot_3/res2/P_tot_3/P_tot_3_sorted.bam	P_pol_1/res2/P_pol_1/P_pol_1_sorted.bam	P_pol_2/res2/P_pol_2/P_pol_2_sorted.bam	P_pol_3/res2/P_pol_3/P_pol_3_sorted.bam	P_sub_1/res2/P_sub_1/P_sub_1_sorted.bam	P_sub_2/res2/P_sub_2/P_sub_2_sorted.bam	P_sub_3/res2/P_sub_3/P_sub_3_sorted.bam
Tb927.9.6210	Tb927_09_v5.1	1027075	1028289	+	1215	11228	10991	9553	14462	18027	17027	4170	4841	3821	18604	16692	12252	9830	10957	11067	2818	4002	3543
Tb927.9.6250	Tb927_09_v5.1	1029465	1030577	+	1113	4716	4153	3673	5829	7409	6525	2181	2207	1851	6082	5157	3995	3588	3838	4016	1086	1497	1399
Tb927.9.6270	Tb927_09_v5.1	1031274	1032800	+	1527	2028	1740	1689	1492	1397	1543	1322	1028	952	3658	3163	2371	2200	2569	2484	3202	4214	3073
Tb927.9.6290	Tb927_09_v5.1	1033220	1034290	+	1071	11305	10361	9360	14349	17765	17412	3058	3254	2691	16444	14797	10861	12028	14302	13566	2727	3572	2999
Tb927.9.6310	Tb927_09_v5.1	1035596	1037536	+	1941	4031	3635	3455	2943	2822	2792	1015	986	1007	4222	3810	2801	2083	2365	2199	1212	1457	1270
Tb927.9.6320	Tb927_09_v5.1	1039345	1040220	+	876	1378	1328	1300	1434	1610	1797	2124	1684	1751	1055	983	736	607	783	720	1170	1530	1353
Tb927.9.6350	Tb927_09_v5.1	1040827	1041921	+	1095	2589	2385	2138	2087	2421	2371	1434	1276	1066	2196	1980	1396	1512	1822	1673	1296	1596	1405
Tb927.9.6360	Tb927_09_v5.1	1043316	1044755	+	1440	2457	2460	2417	1566	1739	1597	1885	1803	1289	2138	1930	1523	563	658	701	1595	2099	1743
Tb927.9.6370	Tb927_09_v5.1	1045334	1046746	+	1413	1760	1674	1557	1295	1267	1338	1480	1362	1020	1539	1396	1082	642	820	760	1446	1791	1536
Tb927.9.6380	Tb927_09_v5.1	1047329	1048768	+	1440	3605	3737	3485	2461	2527	2470	2890	2678	1930	3653	3449	2559	862	1019	1072	2455	3173	2793
Tb927.9.6390	Tb927_09_v5.1	1049407	1050030	+	624	1362	1163	1159	831	895	927	3269	2603	2486	1570	1425	1074	747	933	999	2376	3282	2802
Tb927.9.6410	Tb927_09_v5.1	1050763	1052775	+	2013	2960	2696	2499	1516	1526	1464	1887	1513	1581	4590	4250	3430	2184	2749	2627	2883	3605	3143
Tb927.9.6420	Tb927_09_v5.1	1053702	1054616	+	915	2160	1927	1839	1801	1990	2009	4535	3563	3711	2434	2134	1703	938	1280	1179	2088	3075	2907
Tb927.9.6430	Tb927_09_v5.1	1055028	1057949	+	2922	4131	3603	3459	2540	2182	2272	1062	901	971	5107	4826	3716	3160	3652	3440	2197	2877	2056
Tb927.9.6440	Tb927_09_v5.1	1058429	1058683	+	255	658	637	555	501	478	525	973	773	873	820	686	499	366	455	461	670	903	783
Tb927.9.6450	Tb927_09_v5.1	1059300	1060661	+	1362	3744	3355	3188	3017	3449	3581	3055	2572	2789	3536	3164	2428	2041	2574	2429	1913	2434	2384
Tb927.9.6460	Tb927_09_v5.1	1061318	1065880	+	4563	10805	9703	8996	7404	6624	7099	1773	1561	2715	10920	9921	7430	6814	7712	7640	2240	2442	2151
Tb927.9.6470	Tb927_09_v5.1	1066294	1066998	+	705	1824	1653	1555	2138	2497	2356	2582	2442	2279	1450	1345	945	1091	1486	1453	1083	1472	1212
Tb927.9.6510	Tb927_09_v5.1	1068920	1070920	+	2001	3598	3030	2935	2458	2262	2864	2029	1692	2705	5464	5098	4052	2342	2679	2518	2631	2985	2799
Tb927.9.6530	Tb927_09_v5.1	1072870	1075935	+	3066	5464	5492	5192	3903	3710	3843	1524	1187	1157	2249	2140	1607	1041	1248	1281	1637	2008	1701
Tb927.9.6560	Tb927_09_v5.1	1077469	1079649	+	2181	3823	3557	3306	2188	2143	2019	195	226	226	2339	2153	1627	1200	1414	1381	472	513	316
Tb927.9.6570	Tb927_09_v5.1	1082566	1083015	+	450	238	253	259	341	200	263	66	40	62	149	203	112	99	126	130	50	66	46
Tb927.9.6580	Tb927_09_v5.1	1084574	1086742	+	2169	1903	1487	1567	1263	1244	1393	1013	737	720	2913	2315	1800	1736	2001	1971	2122	2487	2089
Tb927.9.6620	Tb927_09_v5.1	1087090	1087719	+	630	1006	911	839	744	961	816	2712	2673	2003	2234	2024	1600	1875	2471	2317	2213	2935	2631
Tb927.9.6650	Tb927_09_v5.1	1088530	1089936	+	1407	2344	2197	2060	2174	2583	2646	2606	2382	2600	3970	3443	2725	3031	3686	3442	2302	2879	2934
Tb927.9.6660	Tb927_09_v5.1	1090567	1092225	+	1659	1914	1765	1674	1529	1533	1775	1669	1369	1285	2827	2454	1890	1948	2174	2253	2601	3004	2626
Tb927.9.6670	Tb927_09_v5.1	1092574	1100226	+	7653	6024	5509	5825	2115	1597	1893	552	586	1190	11067	9591	7747	3035	3036	3534	1848	2278	1806
Tb927.9.6710	Tb927_09_v5.1	1103215	1105002	+	1788	2750	2276	2263	1837	1958	2058	2065	1995	1739	3308	2671	2191	1502	1693	1635	2890	3467	3222
Tb927.9.6720	Tb927_09_v5.1	1105239	1106255	+	1017	2098	1937	1889	1857	1882	2226	1769	1296	1312	2507	2301	1764	1555	1849	1732	2162	2603	2562
Tb927.9.6730	Tb927_09_v5.1	1107187	1108188	+	1002	1638	1442	1419	1472	1591	1907	2271	1886	1830	1961	1468	1173	1158	1409	1349	2461	3033	2609
Tb927.9.6760	Tb927_09_v5.1	1111552	1112430	+	879	662	548	578	636	688	870	316	257	289	1081	747	597	757	654	686	947	951	874
Tb927.9.6830	Tb927_09_v5.1	1122621	1122992	+	372	49	46	61	32	31	42	281	255	219	45	35	27	6	8	8	67	103	118
Tb927.9.6855	Tb927_09_v5.1	1125055	1125150	+	96	238	225	208	176	187	176	758	685	588	479	421	294	132	217	205	857	1115	962
Tb927.9.6870	Tb927_09_v5.1	1125929	1126375	+	447	1011	953	860	1222	1551	1640	2426	2208	2145	1461	1269	981	1147	1443	1303	1450	1956	1792
Tb927.9.6880	Tb927_09_v5.1	1126719	1128674	+	1956	3128	2811	2773	2778	2830	2913	3049	2595	2276	2966	2506	1934	1320	1615	1502	3603	4690	3699
Tb927.9.6890	Tb927_09_v5.1	1129039	1129242	+	204	451	399	362	268	296	349	972	952	1064	1185	990	732	672	938	922	1405	1834	1616
Tb927.9.6910	Tb927_09_v5.1	1130249	1130737	+	489	1038	849	858	1046	1348	1408	3560	3600	2950	1330	1154	808	1052	1381	1222	1594	2071	1853
Tb927.9.6920	Tb927_09_v5.1	1130911	1131999	+	1089	2834	2451	2257	3588	4343	4481	2678	2286	2651	5837	5176	3801	4772	6052	5722	2015	2463	2248
Tb927.9.6940	Tb927_09_v5.1	1132718	1133539	+	822	2167	1885	1639	1494	1567	1651	1105	999	1043	3146	2523	1922	2307	2745	2454	1796	2312	1851
Tb927.9.6960	Tb927_09_v5.1	1134803	1135825	+	1023	671	647	603	372	357	398	483	407	330	256	247	208	63	78	94	315	376	352
Tb927.9.7000	Tb927_09_v5.1	1137445	1138146	+	702	1890	1873	1746	2170	2777	2843	3653	3378	3137	2020	1898	1484	1570	1885	1676	1967	2770	2557
Tb927.9.7020	Tb927_09_v5.1	1138558	1139235	+	678	1031	923	875	974	1166	1176	2757	2286	2544	1281	1151	859	835	1062	941	1546	2111	1996
Tb927.9.7030	Tb927_09_v5.1	1139547	1144502	+	4956	3547	3434	3256	1834	1570	1832	1030	784	1228	5582	4994	3885	2152	2242	2359	3664	4336	3455
Tb927.9.7040	Tb927_09_v5.1	1144778	1146262	+	1485	2509	2320	2148	1766	1649	1806	3123	2416	2675	1172	907	735	261	359	351	1416	1742	1868
Tb927.9.7060	Tb927_09_v5.1	1146748	1147641	+	894	2053	1761	1706	1387	1602	1696	3748	2896	3023	2252	1880	1595	1288	1678	1554	3304	4479	3724
Tb927.9.7070	Tb927_09_v5.1	1147880	1148794	+	915	1409	1234	1162	1257	1522	1480	3112	2744	2589	1696	1550	1164	1172	1455	1316	1970	2667	2195
Tb927.9.7080	Tb927_09_v5.1	1149145	1149525	+	381	1586	1300	1310	2332	3346	3157	3611	2714	2874	1912	1643	1286	1924	2550	2156	1531	1966	1689
Tb927.9.7090	Tb927_09_v5.1	1149852	1150955	+	1104	802	786	687	713	684	665	1746	1268	1394	758	653	525	338	383	388	1019	1270	1325
Tb927.9.7100	Tb927_09_v5.1	1151354	1152094	+	741	538	480	440	378	364	338	878	879	881	295	225	204	62	85	82	468	544	626
Tb927.9.7110	Tb927_09_v5.1	1154238	1155125	+	888	5800	5372	5038	8839	11220	11508	2261	2014	2058	3781	3415	2467	3300	4109	3639	1836	2336	2020
Tb927.9.7150	Tb927_09_v5.1	1156528	1160292	+	3765	5624	5091	5013	2850	2536	3183	2018	2243	4403	6608	6250	4833	2530	2882	2611	2559	3063	3662
Tb927.9.7160	Tb927_09_v5.1	1160553	1161170	+	618	1651	1557	1384	1702	2168	2102	7830	7023	7471	2078	1617	1249	1302	1798	1637	2942	3937	3747
Tb927.9.7170	Tb927_09_v5.1	1161475	1162890	+	1416	3525	3089	3058	3261	3672	4073	4007	3047	3111	5177	4566	3402	3858	4953	4421	2977	3584	3193
Tb927.9.7180	Tb927_09_v5.1	1163295	1168367	+	5073	6139	5562	5165	3139	2632	2716	1179	1045	1766	7557	6945	5114	4211	4783	4482	2552	3053	2285
Tb927.9.7190	Tb927_09_v5.1	1168992	1170329	+	1338	2150	1794	1654	1614	1691	1889	2016	1631	1844	4116	3733	2830	1758	2150	1976	2236	2860	2417
Tb927.9.7200	Tb927_09_v5.1	1170931	1171800	+	870	1722	1461	1393	1387	1690	1659	3226	2713	2425	2084	1798	1355	1398	1927	1562	2481	3338	2690
Tb927.9.7210	Tb927_09_v5.1	1172097	1174328	+	2232	2665	2396	2282	1743	1639	1779	1334	1049	1251	3368	3101	2405	2059	2512	2392	2379	3040	2524
Tb927.9.7230	Tb927_09_v5.1	1174742	1175323	+	582	968	1094	907	887	878	967	1502	1253	1222	946	795	547	380	488	423	1236	1627	1358
Tb927.9.7250	Tb927_09_v5.1	1175774	1176325	+	552	964	859	809	1094	1170	1375	2134	1825	1911	1592	1251	885	1374	1657	1455	1402	1972	1610
Tb927.9.7260	Tb927_09_v5.1	1176801	1177901	+	1101	1557	1500	1348	1322	1211	1230	1435	1231	929	2463	2081	1642	997	1135	1042	1763	2163	1598
Tb927.9.7270	Tb927_09_v5.1	1179965	1180345	+	381	818	736	694	585	532	560	617	545	443	879	795	565	540	606	597	770	866	741
Tb927.9.7285	Tb927_09_v5.1	1181688	1181972	+	285	332	314	257	168	232	199	781	693	754	204	146	115	32	20	32	280	344	358
Tb927.9.7290	Tb927_09_v5.1	1184063	1185526	-	1464	1879	1688	1546	1451	1549	1805	2832	2046	2726	59	10	16	7	17	10	11	19	256
Tb927.9.7310	Tb927_09_v5.1	1187925	1189070	-	1146	248	202	196	175	144	174	244	206	187	7	0	0	2	1	1	1	1	23
Tb927.9.7320	Tb927_09_v5.1	1189974	1191089	-	1116	2172	2298	1924	1196	1342	1597	3413	3155	3413	80	10	3	4	7	2	10	11	323
Tb927.9.7330	Tb927_09_v5.1	1191257	1192675	-	1419	2590	2619	2211	1746	1958	1895	3231	3291	3642	90	9	7	5	5	5	24	8	351
Tb927.9.7340	Tb927_09_v5.1	1196291	1197079	-	789	544	403	377	267	298	337	606	620	628	12	0	0	0	0	1	2	4	45
Tb927.9.7350	Tb927_09_v5.1	1199972	1200214	-	243	110	116	105	79	80	85	366	297	319	1	0	0	0	2	0	1	0	24
Tb927.9.7370	Tb927_09_v5.1	1205268	1206044	-	777	1611	1348	1468	1101	1314	1430	2550	2852	2574	142	52	25	13	29	33	161	163	369
Tb927.9.7380	Tb927_09_v5.1	1207074	1208177	-	1104	1923	1835	1663	634	700	793	546	565	598	111	64	57	35	23	39	53	58	119
Tb927.9.7390	Tb927_09_v5.1	1209846	1210991	-	1146	411	369	358	290	301	317	400	347	355	12	3	0	5	0	0	9	6	38
Tb927.9.7400	Tb927_09_v5.1	1211895	1213010	-	1116	1831	1720	1451	998	1188	1282	2768	2538	3051	53	2	2	2	3	4	8	12	292
Tb927.9.7410	Tb927_09_v5.1	1213179	1214597	-	1419	2899	2830	2552	1850	2233	2115	3323	3590	3890	98	12	10	3	7	10	25	18	364
Tb927.9.7420	Tb927_09_v5.1	1218339	1219124	-	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tb927.9.7430	Tb927_09_v5.1	1220150	1221253	-	1104	1859	1738	1569	541	595	775	468	521	568	96	62	50	25	30	28	68	75	134
Tb927.9.7470	Tb927_09_v5.1	1228022	1229410	-	1389	2148	2028	2108	1207	1518	1271	3337	4819	2350	9835	12249	8978	1452	2368	2461	9809	21434	11857
Tb927.9.7480	Tb927_09_v5.1	1230260	1231774	-	1515	2772	2801	2574	3186	3508	3467	1449	1370	1346	2166	2126	1494	1450	1834	1728	1702	2077	1632
Tb927.9.7500	Tb927_09_v5.1	1233366	1233836	-	471	1326	1760	1565	2269	2085	2489	475	478	424	807	823	541	694	909	859	309	425	292
Tb927.9.7520	Tb927_09_v5.1	1234752	1235792	-	1041	2534	2740	2470	2678	3276	2942	447	590	437	1471	1475	1072	1002	1449	1326	487	651	444
Tb927.9.7540	Tb927_09_v5.1	1239117	1241687	-	2571	2333	2311	2282	1395	1451	1236	623	709	607	1650	1596	1200	856	1131	1077	1128	1456	862
Tb927.9.7550	Tb927_09_v5.1	1243024	1244439	-	1416	1737	1720	1632	1833	1949	1571	1309	1341	1116	2971	2597	1886	1974	2691	2353	1963	2459	1791
Tb927.9.7580	Tb927_09_v5.1	1244829	1246556	-	1728	2449	2215	2113	1490	1598	1494	2812	2425	2246	4186	3714	2852	2155	2631	2534	4929	6124	4820
Tb927.9.7590	Tb927_09_v5.1	1246892	1247476	-	585	5710	5232	4776	13050	18224	17525	8350	8680	7785	17355	14981	11363	20050	23889	22151	10893	21830	14904
Tb927.9.7620	Tb927_09_v5.1	1248271	1248855	-	585	10205	8768	8307	21982	30965	29163	12722	13942	11296	30016	25349	20720	34285	41253	38195	18104	36785	24304
Tb927.9.7650	Tb927_09_v5.1	1249259	1249828	-	570	1735	1674	1498	2322	2430	2584	2297	1828	2528	2415	2381	1609	2086	2943	2562	1519	1803	1845
Tb927.9.7670	Tb927_09_v5.1	1251064	1251771	-	708	1868	1666	1557	1916	2155	2337	4630	4015	4689	3632	2947	2205	2788	3765	3305	3006	4215	3930
Tb927.9.7690	Tb927_09_v5.1	1253940	1259513	-	5574	5387	5375	5177	3243	2890	2900	450	431	624	6842	6584	4888	3938	4609	4371	1214	1468	1038
Tb927.9.7700	Tb927_09_v5.1	1260340	1262802	-	2463	3946	3511	3353	2792	2613	2798	1801	1739	2281	4885	4498	3305	2486	3247	2718	2997	3741	3638
Tb927.9.7710	Tb927_09_v5.1	1263208	1263783	-	576	1436	1185	1278	1283	1595	1562	5023	4382	4405	1496	1201	1027	894	1160	969	2422	3474	2956
Tb927.9.7720	Tb927_09_v5.1	1264909	1268997	-	4089	9078	8104	7585	5254	4793	4624	954	895	1238	8731	7801	5832	4943	5505	5305	2533	2889	2193
Tb927.9.7740	Tb927_09_v5.1	1270305	1271270	-	966	1957	1853	1665	1579	1521	1608	2490	2076	1667	2524	2329	1862	1374	1756	1641	3132	4397	3373
Tb927.9.7760	Tb927_09_v5.1	1272660	1275431	-	2772	2627	2421	2434	1596	1368	1492	726	544	722	2321	2145	1707	1283	1437	1440	1389	1609	1433
Tb927.9.7770	Tb927_09_v5.1	1275756	1276652	-	897	4737	4618	4348	8071	9973	10605	3496	2939	2701	8128	7440	5554	7452	8689	7915	2734	3672	3230
Tb927.9.7800	Tb927_09_v5.1	1277071	1277865	-	795	2028	1657	1636	1231	1190	1516	2897	2316	2111	3462	3011	2255	1196	1372	1454	2451	3524	2771
Tb927.9.7810	Tb927_09_v5.1	1278663	1279109	-	447	1544	1426	1317	1320	1486	1567	2889	2480	2345	2104	1784	1413	1229	1667	1593	2499	3244	2715
Tb927.9.7820	Tb927_09_v5.1	1279297	1281612	-	2316	5359	4587	4352	5028	5023	5748	3760	3200	3207	5255	4763	3837	3911	4832	4626	3754	4415	3889
Tb927.9.7830	Tb927_09_v5.1	1285094	1285696	-	603	1901	1594	1587	2563	3527	3388	3746	3504	3292	9108	7858	5464	8770	11558	10567	2619	3669	3237
Tb927.9.7850	Tb927_09_v5.1	1295358	1296275	-	918	15	18	31	10	7	13	77	80	67	4	2	4	0	0	0	9	9	15
Tb927.9.7860	Tb927_09_v5.1	1296556	1297413	-	858	14	21	14	9	9	17	141	142	201	10	3	4	0	0	0	17	11	32
Tb927.9.7870	Tb927_09_v5.1	1301114	1302043	-	930	8	17	13	12	8	9	62	52	73	3	0	1	0	0	0	5	4	13
Tb927.9.7880	Tb927_09_v5.1	1302320	1303168	-	849	6	9	5	7	4	6	81	68	107	4	2	4	0	0	0	2	7	14
Tb927.9.7890	Tb927_09_v5.1	1305727	1306056	-	330	610	452	471	597	684	700	659	561	612	535	517	355	580	720	715	150	184	214
Tb927.9.7900	Tb927_09_v5.1	1306911	1307852	-	942	25	15	18	20	15	22	119	103	132	2	3	3	1	0	0	10	8	19
Tb927.9.7910	Tb927_09_v5.1	1308129	1308986	-	858	4	2	1	3	4	1	28	34	29	1	0	0	0	0	0	0	1	9
Tb927.9.7920	Tb927_09_v5.1	1311506	1311814	-	309	496	376	420	447	653	720	537	509	483	638	609	497	870	932	925	162	199	208
Tb927.9.7930	Tb927_09_v5.1	1312656	1313597	-	942	13	33	22	25	15	16	109	112	117	8	1	2	1	0	1	16	10	23
Tb927.9.7940	Tb927_09_v5.1	1313874	1314731	-	858	0	4	3	2	2	0	15	28	46	1	0	0	0	0	0	0	3	5
Tb927.9.7950	Tb927_09_v5.1	1318399	1319334	-	936	396	328	316	243	239	246	1635	1528	1505	81	36	22	4	8	13	102	109	266
Tb927.9.7960	Tb927_09_v5.1	1319592	1320464	-	873	377	370	347	194	174	246	3542	3422	5093	122	40	42	10	9	9	175	129	683
Tb927.9.7980	Tb927_09_v5.1	1323013	1323459	-	447	2024	1602	1610	2575	3113	3173	1805	1696	1601	4284	3291	2221	4578	5282	4898	821	1016	914
Tb927.9.8000	Tb927_09_v5.1	1324225	1324677	-	453	5789	5488	5095	10981	14728	15688	5373	4791	5148	6027	5142	3793	6596	8210	7491	1907	2952	2398
Tb927.9.8030	Tb927_09_v5.1	1325612	1327222	-	1611	1965	1600	1594	1357	1101	1195	1150	932	934	393	322	265	84	95	115	399	452	494
Tb927.9.8040	Tb927_09_v5.1	1327725	1330427	-	2703	3531	3341	2992	2022	1696	1914	1459	1096	1362	4200	4263	3198	1856	2075	2095	2575	3288	2667
Tb927.9.8050	Tb927_09_v5.1	1331692	1333317	-	1626	3270	3039	2724	2478	2458	2697	1996	1428	1385	2493	2367	1718	1377	1618	1544	2133	2724	2189
Tb927.9.8060	Tb927_09_v5.1	1333765	1335495	-	1731	3836	3510	3278	3052	3266	3635	4045	2921	4273	2605	2300	1858	1252	1359	1411	2721	3877	3898
Tb927.9.8070	Tb927_09_v5.1	1335857	1336498	-	642	8623	7902	7619	18679	27206	26918	11791	13166	11582	25475	25200	19965	31655	40679	37552	12296	25006	18438
Tb927.9.8100	Tb927_09_v5.1	1336749	1337315	-	567	7007	6063	5761	10147	14268	13380	15607	14094	13373	19573	15593	12832	19894	23933	22804	12657	24128	17423
Tb927.9.8130	Tb927_09_v5.1	1337717	1338283	-	567	5556	4907	4679	8124	10782	10186	9410	9067	8129	14445	11905	9858	15321	18436	17529	8693	16480	11616
Tb927.9.8160	Tb927_09_v5.1	1339368	1340660	-	1293	2885	2572	2554	2909	3023	3175	1985	1969	1797	4668	4364	3079	2050	2328	2184	1372	1817	1640
Tb927.9.8180	Tb927_09_v5.1	1342253	1344181	-	1929	3610	3754	3583	3743	3991	3956	1149	937	991	2754	2765	2114	1678	2191	2229	1707	2163	1650
Tb927.9.8190	Tb927_09_v5.1	1344802	1345566	-	765	1936	1814	1645	3154	4004	3577	2205	1772	1778	2303	1960	1459	2276	2820	2564	1312	1578	1313
Tb927.9.8200	Tb927_09_v5.1	1346396	1348372	-	1977	2931	2408	2693	3101	3673	4266	2128	1775	1805	3473	3092	2357	2599	3049	2887	2320	3047	2514
Tb927.9.8210	Tb927_09_v5.1	1348638	1349738	-	1101	2226	1975	1883	1591	1810	1979	5568	4994	4187	2616	2326	1651	1299	1607	1480	3014	4047	3551
Tb927.9.8240	Tb927_09_v5.1	1350495	1351991	-	1497	1036	1012	875	781	720	694	746	578	546	703	569	457	298	302	312	527	680	702
Tb927.9.8250	Tb927_09_v5.1	1352300	1353595	-	1296	2572	2338	2130	1848	1716	1987	2865	2345	2634	2547	2180	1720	1171	1458	1382	3077	4154	3627
Tb927.9.8260	Tb927_09_v5.1	1354301	1355290	-	990	2895	2629	2566	3254	3776	4143	2966	2662	2301	4014	3586	2632	2108	2622	2362	2051	3026	2672
Tb927.9.8290	Tb927_09_v5.1	1355857	1356513	-	657	1441	1363	1203	1548	1799	1866	4701	4029	3525	1863	1591	1141	1508	1918	1655	1932	2777	2533
Tb927.9.8320	Tb927_09_v5.1	1357300	1358196	-	897	1314	1432	1444	1835	1579	1887	1616	1340	1105	443	456	259	146	226	178	599	781	716
Tb927.9.8330	Tb927_09_v5.1	1358642	1360099	-	1458	2353	2040	1921	2032	2174	2051	1411	1528	1086	751	629	418	200	299	242	773	939	818
Tb927.9.8350	Tb927_09_v5.1	1362358	1364172	-	1815	3531	3127	2977	3252	3331	3009	1799	1610	1744	3248	2967	2132	2225	2700	2559	2051	2387	2137
Tb927.9.8370	Tb927_09_v5.1	1365452	1365928	-	477	1198	1148	1117	1486	1928	1778	2044	1926	1628	1209	1114	753	880	1172	1139	1204	1683	1399
Tb927.9.8380	Tb927_09_v5.1	1366830	1367267	-	438	1378	1325	1257	1695	1788	1872	2291	2196	2058	2260	1928	1423	1999	2738	2505	1432	1953	1615
Tb927.9.8400	Tb927_09_v5.1	1368175	1369932	-	1758	3554	3280	3216	3210	3296	3412	1930	1591	1850	3611	3578	2920	2321	2811	2854	2593	3446	3232
Tb927.9.8410	Tb927_09_v5.1	1371584	1372966	-	1383	4106	3916	3765	3732	3737	4118	1257	1084	1436	6331	5766	4382	3511	4120	3964	1625	1963	1778
Tb927.9.8420	Tb927_09_v5.1	1373453	1374094	-	642	8925	8193	7763	18967	27719	27925	12278	13811	12328	27267	25122	20166	33265	41912	38598	12816	26652	19209
Tb927.9.8450	Tb927_09_v5.1	1374525	1375127	-	603	3021	2954	2540	5220	6979	6127	3744	3725	2733	3469	3225	2306	3341	4576	4125	1957	2628	2298
Tb927.9.8490	Tb927_09_v5.1	1375909	1376721	-	813	1580	1494	1430	1269	1365	1391	2302	1905	1827	1864	1653	1207	1027	1315	1205	1893	2300	2095
Tb927.9.8500	Tb927_09_v5.1	1377151	1378209	-	1059	2026	1763	1741	1525	1692	1926	2226	1914	1868	2995	2550	1918	1580	1796	1788	1921	2493	2165
Tb927.9.8510	Tb927_09_v5.1	1378682	1380778	-	2097	5498	5137	4832	4050	3984	4230	6384	5376	4457	5931	5094	4028	3053	3727	3866	6921	8582	6974
Tb927.9.8520	Tb927_09_v5.1	1381389	1382231	-	843	2396	2101	2095	2628	3004	3182	4926	4054	5457	2914	2497	1915	2346	2987	2742	2325	3011	2899
Tb927.9.8540	Tb927_09_v5.1	1383326	1386142	-	2817	4024	3844	3576	2354	2052	2132	1254	951	1010	5650	5161	3806	2185	2420	2311	2922	3743	2789
Tb927.9.8550	Tb927_09_v5.1	1386387	1387019	-	633	1979	1744	1639	1429	1864	1816	8480	7195	7781	2944	2433	1923	1984	2691	2491	4399	6173	4964
Tb927.9.8570	Tb927_09_v5.1	1388063	1388527	-	465	1744	1753	1602	1360	1566	1534	1798	1816	1631	852	812	569	277	369	364	1308	1777	1599
Tb927.9.8580	Tb927_09_v5.1	1388787	1389179	-	393	1668	1548	1397	1431	1844	1913	2984	2796	2642	2171	1941	1607	1604	1757	1738	2566	4166	3361
Tb927.9.8610	Tb927_09_v5.1	1389460	1391955	-	2496	5328	4634	4315	3942	3838	3908	3030	2324	2721	5239	4755	3546	3331	3874	3665	3827	4853	4076
Tb927.9.8620	Tb927_09_v5.1	1392560	1395895	-	3336	5761	5457	5112	3610	3307	3468	2770	2104	2556	4724	4192	3115	2424	2785	2593	3413	3920	3174
Tb927.9.8650	Tb927_09_v5.1	1396770	1397075	-	306	1156	953	905	1057	1406	1328	2539	2459	2192	1525	1253	954	1293	1752	1619	1377	1923	1642
Tb927.9.8655	Tb927_09_v5.1	1398134	1398361	-	228	662	669	554	472	625	535	614	510	489	368	323	234	138	206	147	442	546	500
Tb927.9.8670	Tb927_09_v5.1	1399424	1400854	-	1431	3221	2872	2817	2539	2573	2508	1154	882	847	3500	2982	2147	2256	2745	2359	2132	2349	1879
Tb927.9.8680	Tb927_09_v5.1	1401265	1402080	-	816	1553	1523	1368	1167	1423	1389	4117	3964	3076	2988	2511	1753	1319	1896	1631	3025	4212	3393
Tb927.9.8700	Tb927_09_v5.1	1402521	1403564	-	1044	2691	2567	2518	3292	3836	3860	6148	5448	5002	2272	2092	1608	1233	1595	1380	3589	4675	4159
Tb927.9.8710	Tb927_09_v5.1	1403837	1404346	-	510	906	852	796	653	823	846	3409	2849	2937	1333	1283	981	716	1120	929	1773	2467	2301
